User1,48.28229122504693,48.92582936307566,0.7559844761853917,0.829660527575063,0.2900542389799433,0.40613048379587846,0.3986475982577269,0.28705176495759077,0.7255995856853703,0.4157250329824662,0.031969354055496946,0.6366172013583684,0.8264812412976855,0.9612279580197154,0.07685873390454723,0.28485993932856557,0.7630879729672454,0.1145490924100081,0.002860546288078747;
User2,48.079951174386075,48.049483269220076,0.054799386188385646,0.735015219161592,0.6585112357735601,0.1651584406914144,0.7552473159851685,0.2962221919392126,0.572661046428465,0.21039404133930262,0.02006307158172127,0.4350502999490473,0.40776889569187,0.4220079316341999,0.13321659638573313,0.9162034838807928,0.5040077594400951,0.24167340930584946,0.7603489256533174;
User3,48.46105789469791,48.49401375143029,0.6080951366555429,0.24026846316852501,0.37158126158480154,0.8314279546659079,0.6081883530475773,0.15887280263502823,0.127482957655359,0.4724818233647874,0.716943974638599,0.4335906131532019,0.17015592820899317,0.6139865094319343,0.09403491441610645,0.1459547792625051,0.6421076269930158,0.9345412857342067,0.47069155410071317;
User4,48.51497163130072,48.625270639220076,0.60904855624327,0.5495365059818118,0.7397907229836347,0.42100713803950585,0.5759316700706687,0.4330725945843986,0.596908187570127,0.14591715397226068,0.923353925425479,0.9560510357207436,0.17257388655506511,0.29427302591669136,0.6004294735392811,0.9139120745378332,0.1313927204759583,0.545573229351107,0.6042614980177023;
User5,48.55008569494218,48.953368314060825,0.08172508707471904,0.6917759515965297,0.5206432874515179,0.44797150662510954,0.9261227640886383,0.8174750942021994,0.37912521690029766,0.5447118623104771,0.4508405554667474,0.2111194360527201,0.4378454430152151,0.47564179571489373,0.795764054208624,0.7111040296575668,0.2963954225554223,0.9911133370867767,0.15630870653612838;
User6,48.264691007575685,48.4644557783212,0.5201904601479344,0.18421030823376405,0.1000907299753816,0.04043595766728314,0.7654915529056222,0.20541515920577713,0.7225576269283137,0.9105469786390591,0.5462452664494337,0.37644569554304874,0.8097538011290585,0.528902121398647,0.8972355077849431,0.16590897117344028,0.7625382388523008,0.24082351929327994,0.5952458811521305;
User7,48.991326073030805,48.557410775303254,0.10736258014399203,0.984706689794661,0.4758540134186474,0.2557551977232435,0.16489977632017483,0.541359064927636,0.6252623250384122,0.9384298892660016,0.6322698758874272,0.7233948103284814,0.09328598247968545,0.7024247037459631,0.5817969075482563,0.6551338153598826,0.5624686938522878,0.2027218628980253,0.8768566603255983;
User8,48.28009929976612,48.7626479573121,0.8702270809782467,0.27786414753528943,0.35173439391447214,0.6512872293094054,0.16925648375948488,0.3646605046718423,0.26606874225146715,0.9472877567978191,0.8371217700080409,0.2519848264629364,0.9287694679623214,0.12445264752230845,0.05745156138296592,0.9549005839805799,0.731405082277994,0.8642912272168387,0.9502453638545656;
User9,48.508112642933625,48.43526887384357,0.6821871486025006,0.8553479471248346,0.6268604528423658,0.25787517752913336,0.6757824800464756,0.8652760686294516,0.08250517993523021,0.9648391467319052,0.6805552658967424,0.3672597146947908,0.43064273312590007,0.9485232368257797,0.015836306198088845,0.786528006317718,0.13525341914902844,0.13375308203067948,0.023765095131853875;
User10,48.91995215245181,48.21224264258955,0.3708234106776358,0.961912361408744,0.49926238488105834,0.23401905885151097,0.26709308436666823,0.7096102548410642,0.9978092575853437,0.9023722131917994,0.7905367207407389,0.22425532213711485,0.3237681373847262,0.3232677038918319,0.37892595415693975,0.16956050089748576,0.5247809511503867,0.4144819998363567,0.5364113762213484;
User11,48.751501063275356,48.25544952384522,0.005976277188335377,0.027684938493064193,0.2746256802230135,0.16515850703804769,0.29523809550240987,0.2575061299431103,0.7256892936279488,0.025928649774762058,0.8753666303449946,0.47357343446797884,0.44688908576325137,0.2862893268525808,0.392170506911384,0.33814152910818296,0.007818218471108418,0.7526290359004704,0.01697610554319684;
User12,48.604134468493186,48.08746530740552,0.009720565848778673,0.0794722509906961,0.009804540898093794,0.7618772880776835,0.5833636306975848,0.2858002114230884,0.43481080576970654,0.7229815821421903,0.5610246765067688,0.873812704723497,0.41252579333564066,0.9277728378525357,0.4141987893769733,0.20130319275506459,0.5089752697306545,0.8397296683364622,0.6128897729277893;
